crop_code,Main_use_aggregated,Detailed_use_aggregated,Used_part_aggregated
12393,"material, medicinal, poison","fibres, honey, mammals, Unspecified","entire plant, flowers, roots, stems"
12396,"environmental, food & beverage, medicinal","minerals, ornamental/turf, skin applications, vitamins","bark, entire plant, flowers, roots"
12414,"food & beverage, medicinal, social","blood system applications, digestive system applications, minerals, smoking material, vitamins","fruits, leaves"
12445,"medicinal, poison","genitourinary system applications, mammals, respiratory applications, skin applications",roots
12484,"environmental, food & beverage, medicinal, poison","digestive system applications, genitourinary system applications, mammals, nervous system applications, ornamental/turf, respiratory applications, Unspecified","bulbs, entire plant, flowers, leaves, roots"
12493,"environmental, food & beverage, material, medicinal, poison","digestive system applications, dye/tannin, fibres, genitourinary system applications, immune system applications, latex/rubber, mammals, muscular/skeletal applications, paper, pollution control, sensory applications, skin applications, Unspecified","bark, buds, flowers, fruits, leaves, roots, sap, seeds, stems"
12500,medicinal,Unspecified,Unspecified
1252,"animal food (feed), environmental, food & beverage, fuels, material, medicinal","erosion control, minerals, non-wood fuel, ornamental/turf, paper, respiratory applications, revegetation, vitamins","entire plant, leaves, roots"
1256,"environmental, material, poison","cover crop, dye/tannin, mammals","entire plant, leaves"
1260,"animal food (feed), environmental, food & beverage, food additive, fuels, material, medicinal","agroforestry, charcoal, condiment/seasoning, digestive system applications, erosion control, fuelwood, manure/fertilizer, minerals, mulch, muscular/skeletal applications, nitrogen fixation, ornamental/turf, protein, shade & shelter, soil improvers, sugar, timber wood, vitamins","bark, entire plant, fruits, leaves, roots, seeds, stems"
126290,animal food (feed),"minerals, vitamins",leaves
1263,"environmental, material, medicinal","digestive system applications, dye/tannin, nitrogen fixation, timber wood, Unspecified","bark, leaves, roots, seeds, stems"
1264,"animal food (feed), food & beverage","minerals, protein, vitamins","bark, leaves"
1265,"animal food (feed), food & beverage, fuels","alcohol, minerals, petroleum substitutes/alcohol, starch, vitamins","entire plant, leaves, roots"
12709,"animal food (feed), environmental","erosion control, minerals, vitamins",entire plant
127113,"environmental, material, medicinal","ornamental/turf, paper, timber wood, Unspecified","bark, entire plant, leaves"
127115,"animal food (feed), environmental","erosion control, minerals, vitamins",entire plant
127526,"environmental, food & beverage, material, medicinal","digestive system applications, latex/rubber, minerals, ornamental/turf, skin applications, vitamins","bark, entire plant, fruits"
1281,"animal food (feed), environmental","erosion control, minerals, vitamins",entire plant
1283,"animal food (feed), food & beverage","minerals, vitamins","entire plant, seeds"
1285,"animal food (feed), environmental","cover crop, erosion control, minerals, vitamins",entire plant
12852,"environmental, food & beverage, material, medicinal","dye/tannin, endocrine system applications, erosion control, fibres, genitourinary system applications, lipids, lipids/oil & fats, living fence, nitrogen fixation, protein, shade & shelter, soil improvers, vitamins","entire plant, fruits, leaves, roots, seeds, stems"
1297,"environmental, fuels, material, medicinal","digestive system applications, erosion control, lipids/oil & fats, living fence, petroleum substitutes/alcohol, soil improvers","entire plant, fruits, leaves, seeds, stems"
13007,"food & beverage, material, medicinal","blood system applications, digestive system applications, dye/tannin, lipids/oil & fats, sensory applications, timber wood, vitamins","bark, fruits, leaves, seeds"
1306,"animal food (feed), environmental, food & beverage, material, medicinal, poison","digestive system applications, dye/tannin, erosion control, genitourinary system applications, honey, mammals, minerals, muscular/skeletal applications, ornamental/turf, shade & shelter, skin applications, timber wood, vitamins","bark, entire plant, flowers, fruits, leaves, roots, seeds, stems"
1311,"animal food (feed), environmental, food & beverage","cover crop, erosion control, manure/fertilizer, minerals, nitrogen fixation, ornamental/turf, protein, soil improvers, vitamins","entire plant, fruits, leaves, roots, seedlings, seeds"
1313,"food & beverage, medicinal, social","nervous system applications, nutritional applications, skin applications, smoking material, vitamins","leaves, seeds"
1315,"food & beverage, material, medicinal","lipids, lipids/oil & fats, minerals, Unspecified, vitamins","bulbs, fruits, seeds"
1317,material,timber wood,bark
1333,"food additive, material, medicinal","aromatics, condiment/seasoning, digestive system applications, essential oils, immune system applications, lipids/oil & fats, nervous system applications","bark, fruits, leaves"
1334,"environmental, material, medicinal","digestive system applications, dye/tannin, erosion control, essential oils, genitourinary system applications, immune system applications, living fence, muscular/skeletal applications, nutritional applications, ornamental/turf, respiratory applications, timber wood","bark, bulbs, entire plant, flowers, leaves, roots"
13402,"environmental, food & beverage, material, medicinal","blood system applications, digestive system applications, immune system applications, living fence, minerals, nervous system applications, ornamental/turf, timber wood, vitamins","bark, entire plant, fruits, stems"
1342,"animal food (feed), environmental, material","erosion control, minerals, paper, soil improvers, vitamins","bark, entire plant"
1344,"animal food (feed), environmental, food & beverage, fuels, material, poison","charcoal, dye/tannin, erosion control, fibres, fuelwood, gums/resins, living fence, mammals, minerals, nitrogen fixation, ornamental/turf, protein, revegetation, shade & shelter, soil improvers, support, timber wood, vitamins","bark, entire plant, exudates, fruits, leaves, roots, seeds, stems"
13538,medicinal,"blood system applications, skin applications","bark, flowers, leaves"
1357,"environmental, food & beverage, material, medicinal","agroforestry, honey, minerals, ornamental/turf, shade & shelter, timber wood, Unspecified, vitamins","bark, entire plant, flowers, fruits, seeds"
1362,"animal food (feed), environmental","erosion control, minerals, ornamental/turf, protein, soil improvers, vitamins","entire plant, leaves"
1363,animal food (feed),"minerals, vitamins",entire plant
1367,animal food (feed),"minerals, protein, vitamins",entire plant
13690,animal food (feed),"protein, vitamins",entire plant
1373,"environmental, food & beverage, material, medicinal","agroforestry, lipids/oil & fats, minerals, Unspecified, vitamins","bulbs, entire plant, flowers, fruits, leaves, seeds, unspecified part"
13746,"environmental, food additive, medicinal","blood system applications, condiment/seasoning, digestive system applications, metabolic system applications, ornamental/turf, skin applications","entire plant, flowers"
13775,"environmental, medicinal, poison","digestive system applications, immune system applications, mammals, ornamental/turf","entire plant, roots"
1379,"animal food (feed), food & beverage, material, medicinal, poison, social","cosmetics & perfumery, digestive system applications, insects, minerals, muscular/skeletal applications, smoking material, vitamins","entire plant, flowers, fruits, leaves"
1382,"environmental, food & beverage, fuels, material","agroforestry, dye/tannin, honey, lipids, lipids/oil & fats, minerals, non-wood fuel, ornamental/turf, protein, shade & shelter, soil improvers, vitamins","entire plant, flowers, fruits, seeds"
1384,material,other material/chemicals,bark
1392,"environmental, fuels, material","fibres, fuelwood, shade & shelter","bark, entire plant"
1396,"animal food (feed), environmental","cover crop, erosion control, minerals, revegetation, vitamins",entire plant
1397,"animal food (feed), environmental","cover crop, manure/fertilizer, minerals, nitrogen fixation, vitamins","entire plant, roots"
1398,"animal food (feed), environmental","agroforestry, minerals, vitamins",entire plant
1399,"animal food (feed), environmental, food & beverage, medicinal","blood system applications, erosion control, genitourinary system applications, manure/fertilizer, minerals, pioneer, protein, soil improvers, vitamins","entire plant, seeds"
14023,"environmental, food & beverage, medicinal","genitourinary system applications, metabolic system applications, minerals, nervous system applications, ornamental/turf, respiratory applications, vitamins","entire plant, roots"
